"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0042092","type 2 immune response","13/3069","35/18670",0.00255770172630749,0.0232606786323156,0.0187104364499356,"TBX21/NOD2/IL4R/TNFSF4/CD74/BATF/CD86/IL18/CCR2/IL27RA/NLRP3/IL10/XCL1",13
"BP","GO:0009308","amine metabolic process","36/3069","138/18670",0.00256098688022896,0.0232606786323156,0.0187104364499356,"SULT1A2/KMO/ITGAM/SLC7A7/HDC/PSMB8/ITGB2/SMS/PSMB5/PSMB6/PSMA8/PSMC3/NQO1/AOC1/CHKA/KYNU/NAAA/PSMD1/AGMAT/SLC7A11/HDAC10/PSMD9/DBH/PSMD14/ABCC2/PSMD2/PSMD8/PNKD/PSMC4/PARK7/PSMB9/NR4A2/PSMC1/PSMD3/VCAM1/PSMB10",36
"BP","GO:0002577","regulation of antigen processing and presentation","9/3069","20/18670",0.00256101296574082,0.0232606786323156,0.0187104364499356,"HLA-DOB/WAS/NOD2/HLA-DOA/FCGR2B/CCR7/CD74/PYCARD/TREM2",9
"BP","GO:0002827","positive regulation of T-helper 1 type immune response","9/3069","20/18670",0.00256101296574082,0.0232606786323156,0.0187104364499356,"IL12RB1/IL23A/IL18/CCR2/IL27RA/IL18R1/IL23R/CD80/XCL1",9
"BP","GO:0034104","negative regulation of tissue remodeling","9/3069","20/18670",0.00256101296574082,0.0232606786323156,0.0187104364499356,"INPP5D/TNFAIP3/BCR/P2RX7/CSK/CD38/CALCA/ABR/GREM1",9
"BP","GO:0050860","negative regulation of T cell receptor signaling pathway","9/3069","20/18670",0.00256101296574082,0.0232606786323156,0.0187104364499356,"PTPN22/BTN2A2/UBASH3A/PTPN6/DUSP22/GBP1/CD160/LILRB4/PTPN2",9
"BP","GO:0051767","nitric-oxide synthase biosynthetic process","9/3069","20/18670",0.00256101296574082,0.0232606786323156,0.0187104364499356,"FCER2/NOD2/GSTP1/LRRK2/IFNG/JAK2/TLR9/TLR2/EDN1",9
"BP","GO:0051769","regulation of nitric-oxide synthase biosynthetic process","9/3069","20/18670",0.00256101296574082,0.0232606786323156,0.0187104364499356,"FCER2/NOD2/GSTP1/LRRK2/IFNG/JAK2/TLR9/TLR2/EDN1",9
"BP","GO:0032637","interleukin-8 production","24/3069","82/18670",0.00258018050626832,0.0233762929046246,0.0188034343168052,"TLR6/PTPRC/PTPN22/CD2/NOD2/F2RL1/CD74/TLR7/TLR1/CD244/TMSB4X/TNF/HYAL2/PYCARD/TLR9/CLEC7A/LGALS9/TLR2/RAB1A/AFAP1L2/IL10/PARK7/CD33/PRKD2",24
"BP","GO:0007173","epidermal growth factor receptor signaling pathway","32/3069","119/18670",0.0025812022801979,0.0233762929046246,0.0188034343168052,"NCF1/PTK2B/RASSF2/FASLG/ABL1/PTK6/PDE6G/RHBDF2/EPS15/CBL/MMP9/VPS25/GPRC5A/EGF/DAB2IP/FER/FBXW7/PTK2/PTPN3/AFAP1L2/CBLC/SH3KBP1/ARF4/AREG/APP/PIGR/PLCE1/RHBDF1/CBLB/FAM83A/BCAR1/PTPN2",32
"BP","GO:0061138","morphogenesis of a branching epithelium","45/3069","182/18670",0.00259625942364613,0.023478726995657,0.0188858303027893,"STK4/TBX3/WNT1/TP63/DAG1/FKBPL/ABL1/NKX2-1/GDF7/IHH/SPINT1/GREB1L/CTSH/GNA13/ESRP2/LRP5/TNF/GRHL2/WNT2/SOX8/VEGFA/ACVR1/NPNT/RSPO3/EGF/LRP6/DDR1/RBM15/LEF1/CITED1/GCM1/GLI3/IL10/AREG/FZD5/EDN1/BTBD7/FAT4/SPINT2/RDH10/MAGED1/PAX8/LGR4/KDM5B/ESR1",45
"BP","GO:0006643","membrane lipid metabolic process","50/3069","207/18670",0.00263215081747668,0.0237690045722282,0.0191193239267342,"CERKL/ELOVL1/P2RX1/PLA2G15/FUT7/P2RX7/PIGQ/ST8SIA1/SMPD1/ST8SIA4/TEX2/TNF/ORMDL1/HACD3/PGAP3/SGMS2/GPAA1/HACD4/ALOXE3/UGCG/PPP2R1A/GAL3ST3/ENPP7/DPM2/ACER1/PRKD1/GAL3ST1/GLB1/GBA/PIGO/ST8SIA2/PEMT/GM2A/AGK/CERS2/ALDH3A2/ST3GAL5/SPTLC1/SMPDL3B/TNFRSF1A/NEU3/SERINC5/CCN1/ORMDL2/SPTLC3/PRKD2/SPHK2/GLTP/MGST2/ALDH3B1",50
"BP","GO:0014066","regulation of phosphatidylinositol 3-kinase signaling","33/3069","124/18670",0.00267905756729447,0.0241577752147258,0.019432043452894,"CD28/RASGRP1/NLRC3/NCF1/PIK3R5/BTN2A2/HCLS1/SEMA4D/PIK3CD/PTPN6/PIK3AP1/WNT16/HCST/PIP4K2A/F2RL1/PIK3CG/FLT3/IL18/PPP1R16B/TNF/CBL/JAK2/SLC9A3R1/FBXL2/PIK3IP1/DAB2IP/PTK2/FYN/NTRK3/PIP5K1B/MYDGF/TGFB2/OSM",33
"BP","GO:0018105","peptidyl-serine phosphorylation","68/3069","299/18670",0.00271406653293834,0.024438297359087,0.0196576899973408,"CAMK4/MAP4K1/IL24/PRKCB/TCL1A/RASSF2/CDK5R1/ATM/HCLS1/ARRB2/STK4/PRKCG/GRK2/STK38/ERN1/MAST3/DYRK2/AURKB/INPP5F/LRRK2/IFNG/PDK3/RAPGEF3/IRGM/TNF/TTBK2/MORC3/MARK1/VEGFA/LATS2/EIF4G1/DYRK3/TCL1B/MKNK1/MAPKAPK3/CLSPN/PRKD1/UHMK1/PINK1/SMAD7/CHEK2/DMTN/NTRK3/MAPK7/RAF1/CDK1/TNKS1BP1/IKBKB/APP/TENM1/PRKACA/PLCL2/CALCR/PARK7/RICTOR/NEK6/CLK1/PLK1/TXN/INPP5K/DGKQ/PRKD2/CAPRIN2/PRKCA/BRSK2/RPS6KA3/OSM/SMYD3",68
"BP","GO:0050729","positive regulation of inflammatory response","39/3069","153/18670",0.00273068525265682,0.0245526606576762,0.0197496816053364,"STAP1/TLR6/CD6/CD28/TLR10/GBP5/GPSM3/BTK/NOD2/CCR7/PIK3CG/TNFSF4/LTA/ADAM8/TLR7/IL23A/TNFSF11/IL18/CCR2/CD47/LRRK2/CCL24/TNF/HYAL2/JAK2/TLR9/CLEC7A/TREM2/TLR2/IL2/TAC1/ETS1/PARK7/TNFRSF1A/HLA-E/LDLR/VAMP8/OSM/MGST2",39
"BP","GO:0001892","embryonic placenta development","25/3069","87/18670",0.00279800747939336,0.0251219382139802,0.020207597374174,"EOMES/STK4/CASP8/VASH2/SPINT1/PRDM1/SNAI1/GRHL2/WNT2/E2F8/RSPO3/NSDHL/LEF1/E2F7/CITED1/GCM1/NRK/IL10/FZD5/CSF2/SPINT2/CCN1/RBPJ/KRT8/EPAS1",25
"BP","GO:0090307","mitotic spindle assembly","18/3069","56/18670",0.00280588576211505,0.0251566324337268,0.0202355047282117,"CCSAP/MYBL2/AURKB/NEK2/KIF4A/KIFC1/BIRC5/CEP97/KIF23/RAB11A/RACGAP1/TPX2/GOLGA2/CHEK2/KIF11/KIF2A/PLK1/CHMP2A",18
"BP","GO:0051235","maintenance of location","71/3069","315/18670",0.00282127034439009,0.0252010342038503,0.0202712206465344,"CD19/PTPRC/LCK/MCOLN2/CORO1A/PLCB2/PTK2B/PLCG2/JSRP1/PTPN6/CCR5/P2RX7/CCR7/FASLG/MYO5A/SP100/SELENON/CASQ1/KEAP1/ABL1/VPS13C/ASPM/KDELR2/TMSB4X/HK1/CALR/TRPM2/TNF/MORC3/HSP90B1/DBN1/GPAA1/CD4/BARD1/SORL1/VPS13D/GRIK5/NFKBIE/HSPA5/FBXW7/PINK1/NRROS/ITGB3/KDELR1/OSBPL8/ABCG1/SRGN/GM2A/IL10/ACVR1C/AP3D1/PRKACA/ARHGAP21/PLCE1/PARK7/SLC8A1/TXN/BBS4/FBN2/TTC39B/PTPN2/XCL1/FAF1/SLC30A7/ANXA5/FTO/ALB/LETM1/FKBP1A/CYBA/CAPN3",71
"BP","GO:0031331","positive regulation of cellular catabolic process","80/3069","362/18670",0.00282218731448246,0.0252010342038503,0.0202712206465344,"ZC3H12D/PYHIN1/PIM2/PTK2B/TNFAIP3/RNF19A/TRIM22/ATM/TP53INP1/P2RX7/PIP4K2A/ADAM8/DISC1/RNF40/CBFA2T3/CNOT6L/SH3BP4/KEAP1/ABCD2/VPS13C/TNFRSF1B/RUFY4/IRS1/FURIN/LRRK2/IFNG/SGTA/IRGM/TNF/PFKFB3/EDEM1/BTG2/BAG3/SESN3/USP5/EGF/BCAP31/PAFAH1B2/VPS13D/DAB2IP/TREM2/PRKD1/FBXW7/TRIM8/PTK2/PINK1/RNF144B/NANOS1/SMAD7/PTTG1IP/GBA/PFKFB1/MUL1/PACSIN3/TP53INP2/SESN1/PABPC1/MAGEF1/HNRNPD/SH3RF2/APP/PLEKHN1/OPTN/ZC3HAV1/MFN2/PSMC4/HSPBP1/HMGB1/PARK7/ENDOG/SPTLC1/PLK1/PSMC1/KAT5/FAF1/FTO/AMBRA1/LDLR/DDRGK1/VCP",80
"BP","GO:0043407","negative regulation of MAP kinase activity","23/3069","78/18670",0.00282290186869362,0.0252010342038503,0.0202712206465344,"LAX1/PTPN22/PTPN6/CD300A/DUSP2/SMPD1/STK38/GSTP1/RGS2/HYAL2/UCHL1/SPRED1/PPP2R1A/DUSP4/SORL1/DAB2IP/GBA/CBLC/RGS14/HMGCR/INPP5K/MBIP/GPS1",23
"BP","GO:0016447","somatic recombination of immunoglobulin gene segments","17/3069","52/18670",0.00297600180154958,0.0264547564401578,0.0212796903734542,"PTPRC/CD28/AICDA/TBX21/CD40LG/FOXP3/CCR6/TNFSF4/BATF/ATAD5/IL27RA/CD40/IL2/EXO1/IL10/SHLD2/MLH1",17
"BP","GO:0046580","negative regulation of Ras protein signal transduction","17/3069","52/18670",0.00297600180154958,0.0264547564401578,0.0212796903734542,"RIPOR2/RASAL3/RASA2/SCAI/KCTD10/RASAL1/ITGA3/HEG1/STMN1/DAB2IP/KCTD13/PPP2CB/MFN2/TGFB2/EPHB2/KANK1/ITGB1",17
"BP","GO:0099518","vesicle cytoskeletal trafficking","17/3069","52/18670",0.00297600180154958,0.0264547564401578,0.0212796903734542,"RASGRP1/MYO5A/TRIM46/NDE1/BICDL1/KIF23/MYO1C/SNAPIN/RAB1A/KIF13A/AP3D1/AP3B1/AP3S2/KIF1C/DYNC1I1/ACTN4/FNBP1L",17
"BP","GO:0042104","positive regulation of activated T cell proliferation","10/3069","24/18670",0.00298765258684911,0.02649762427731,0.0213141724259971,"IL12RB1/IL23A/TMIGD2/IL18/HHLA2/IL23R/PYCARD/IL2/IL2RA/HMGB1",10
"BP","GO:0030198","extracellular matrix organization","81/3069","368/18670",0.0029892804155191,0.02649762427731,0.0213141724259971,"CARMIL2/COL19A1/ITGA4/ITGAL/ITGAD/ICAM3/ITGAX/LCP1/COL7A1/LAMA3/TNR/ITGB7/NPHS1/ADAM8/ADTRP/CTSS/ITGAM/DAG1/ABL1/TNFRSF1B/ITGAE/ADAM19/LOXL4/IHH/ITGB2/SPINT1/COL18A1/DPP4/FURIN/CD47/AGRN/SCUBE3/TNF/CTSG/PLOD2/MMP9/ITGA3/NPNT/COL8A1/TPSAB1/DDR1/ITGA9/COL22A1/LAMB2/PTK2/ITGB3/CAPN1/TMPRSS6/MMP7/ANXA2/ETS1/CAPNS1/ICAM5/MMP11/APP/GREM1/B4GALT1/THSD4/FOXF2/MATN1/FLOT1/COL16A1/TGFB2/ADAM12/TNFRSF1A/ADAM15/APBB2/SPINT2/FBN2/P3H4/MADCAM1/CCN1/NFKB2/ADAMTS14/ST7/VCAM1/CDH1/BMP1/ITGB1/LAMC1/F11R",81
"BP","GO:0051896","regulation of protein kinase B signaling","57/3069","244/18670",0.00310028093498746,0.0274427409880882,0.0220744058841138,"CD19/TRAT1/CD28/LCK/PIK3R5/RAC2/ICOS/VAV1/BTN2A2/HCLS1/ARRB2/BANK1/PIK3CD/PIK3AP1/CCR7/PIK3CG/ADAM8/DAG1/TNFSF11/CD86/IL18/ERBB2/IRS1/INPP5F/P2RY12/TNF/OTUD3/HYAL2/HLA-G/SLC9A3R1/SESN3/EGF/MAGI2/IL26/NRG1/F7/PTK2/PINK1/FYN/GATA4/CD80/OSBPL8/MUL1/MYDGF/AREG/CALCR/PARK7/RICTOR/PHLPP1/AKR1C3/TXN/RAC1/INPP5K/PIK3R2/ITGB1/ESR1/OSM",57
"BP","GO:0032740","positive regulation of interleukin-17 production","8/3069","17/18670",0.00315693905105907,0.0279048477193049,0.0224461155304311,"SLAMF6/LY9/NOD2/IL23A/IL18/IL23R/IL2/OSM",8
"BP","GO:0051591","response to cAMP","27/3069","97/18670",0.0031914640829876,0.0281306686470932,0.022627761482608,"PTK2B/PIK3CG/WNT10B/SLC8A3/HCN2/RAPGEF3/HCN4/HSPA5/BIRC2/STAR/PFKFB1/DMTN/CITED1/FOSB/DUOX2/AREG/APP/SLC8A1/KCNE1/DUOX1/PTAFR/PPARGC1B/INPP5K/DGKQ/PTPRN/FDX1/RAPGEF2",27
"BP","GO:1902882","regulation of response to oxidative stress","27/3069","97/18670",0.0031914640829876,0.0281306686470932,0.022627761482608,"TLR6/WNT1/SELENON/STK26/VNN1/GCH1/LRRK2/TNF/NCOA7/SESN3/FBXW7/PINK1/FYN/GATA4/P4HB/MAPK7/SLC7A11/MCTP1/SESN1/IL10/FUT8/FZD1/PARK7/ENDOG/ACOX2/TXN/PARP1",27
"BP","GO:0043062","extracellular structure organization","81/3069","369/18670",0.0032258597364253,0.0283939086631704,0.0228395066199597,"CARMIL2/COL19A1/ITGA4/ITGAL/ITGAD/ICAM3/ITGAX/LCP1/COL7A1/LAMA3/TNR/ITGB7/NPHS1/ADAM8/ADTRP/CTSS/ITGAM/DAG1/ABL1/TNFRSF1B/ITGAE/ADAM19/LOXL4/IHH/ITGB2/SPINT1/COL18A1/DPP4/FURIN/CD47/AGRN/SCUBE3/TNF/CTSG/PLOD2/MMP9/ITGA3/NPNT/COL8A1/TPSAB1/DDR1/ITGA9/COL22A1/LAMB2/PTK2/ITGB3/CAPN1/TMPRSS6/MMP7/ANXA2/ETS1/CAPNS1/ICAM5/MMP11/APP/GREM1/B4GALT1/THSD4/FOXF2/MATN1/FLOT1/COL16A1/TGFB2/ADAM12/TNFRSF1A/ADAM15/APBB2/SPINT2/FBN2/P3H4/MADCAM1/CCN1/NFKB2/ADAMTS14/ST7/VCAM1/CDH1/BMP1/ITGB1/LAMC1/F11R",81
"BP","GO:1903322","positive regulation of protein modification by small protein conjugation or removal","35/3069","135/18670",0.003249313665515,0.0285602366644916,0.0229732976218371,"PTPN22/BIRC3/NOD2/ARRB2/INAVA/MALT1/RNF40/PEF1/WFS1/FANCI/PELI1/LRRK2/UBE2C/SKP2/HSPA5/FBXW7/PINK1/GORASP1/SMAD7/GOLGA2/BIRC2/NDFIP1/PTTG1IP/RAB1A/MUL1/MYCBP2/PHF23/DCUN1D2/HSPBP1/TOLLIP/PLK1/AIMP2/UBE2L3/FKBP1A/VCP",35
"BP","GO:0061756","leukocyte adhesion to vascular endothelial cell","15/3069","44/18670",0.0032663600677019,0.0286434130348925,0.0230402030727537,"SELL/ITGA4/SPN/ADD2/ITGB7/SELPLG/CCR2/ITGB2/TNF/GCNT1/ETS1/PTAFR/MADCAM1/VCAM1/ITGB1",15
"BP","GO:1901653","cellular response to peptide","84/3069","385/18670",0.00326791771500689,0.0286434130348925,0.0230402030727537,"TLR6/MZB1/PTPN22/PRKCB/HDAC9/SLA2/ITGA4/NOD2/ATP1A3/JAK3/FCGR2B/GCGR/WNT1/ID1/ADCY7/MYO5A/RAB8B/PDE3B/GRB14/OGT/ATP2B1/CSK/IRS1/MAX/LDOC1/GSTP1/BRIP1/SOGA1/TCIRG1/PRKAR2B/STAT5B/LPIN2/ATP6V0D1/JAK2/SESN3/ZBTB7B/ADCY9/POR/TSHR/SLC25A33/SH2B2/BAIAP2L1/SORL1/MYO1C/ATP6V0B/FER/CISH/TREM2/STAT5A/PTK2/FYN/CREB1/STAR/OSBPL8/RAB10/LGMN/ATP6V0A1/GPR21/USO1/ATP6AP1/APP/PRKACA/ATP6V0D2/BACE1/USF1/BCL2L2/CSRP3/EDN1/NR4A2/BCAR1/INPP5K/PDK2/PTPN2/PIK3R2/VCAM1/KANK1/CDK4/ANXA5/CCNA2/CASP4/ATP6V0E1/CYBA/PARP1/RAB13",84
"BP","GO:0061097","regulation of protein tyrosine kinase activity","25/3069","88/18670",0.00330955106841174,0.02892741498708,0.0232686487067809,"STAP1/PTPRC/NCF1/CASS4/PTK6/LRP8/RAP2C/CBL/HYAL2/VPS25/GPRC5A/EGF/EFNA1/NRG1/FBXW7/FYN/RAP2B/AFAP1L2/CBLC/APP/DUSP22/DLG3/CBLB/DOK7/PTPN2",25
"BP","GO:1903725","regulation of phospholipid metabolic process","25/3069","88/18670",0.00330955106841174,0.02892741498708,0.0232686487067809,"CD19/SLA2/PIK3R5/PTK2B/NOD2/CCR7/FLT3/RUBCN/AGAP2/IRS1/ARF1/P2RY12/PIK3IP1/DGKZ/DAB2IP/CISH/PRKD1/PTK2/WDR91/FABP3/APOC1/PIK3R2/AMBRA1/LDLR/STOML2",25
"BP","GO:0009395","phospholipid catabolic process","14/3069","40/18670",0.00336415946720233,0.0293637707255668,0.0236196447565341,"PLCG2/PLA2G15/SMPD1/INPP5F/PLA2G4D/LIPG/ENPP6/ABHD12/ENPP7/ENPP2/SMPDL3B/APOC1/PRDX6/LDLR",14
"BP","GO:0008608","attachment of spindle microtubules to kinetochore","12/3069","32/18670",0.003380222209779,0.0294629382318289,0.0236994131654076,"NDC80/CENPE/NUF2/SGO1/KNL1/AURKB/BUB3/NEK2/KIF2C/RACGAP1/KNSTRN/CENPC",12
"BP","GO:2000310","regulation of NMDA receptor activity","13/3069","36/18670",0.00340930323080261,0.029675143538111,0.0238701069770668,"PTK2B/RASGRF1/RGS9/CCR2/IFNG/PINK1/CAPN1/GRIN1/ANXA3/NLGN3/APP/DLG3/EPHB2",13
"BP","GO:0032147","activation of protein kinase activity","74/3069","333/18670",0.00341983903916543,0.0297255634652562,0.0239106637835802,"TLR6/PTPRC/MAP4K1/CXCR4/PTK2B/CD40LG/NOD2/CDK5R1/STK4/NCKAP1L/ADCY7/CD300A/P2RX7/INAVA/CD74/STK10/PAK4/MALT1/STK26/IL23A/TNFSF11/ABL1/IL18/ERN1/GPRC5C/PDE6G/LPAR3/MAP3K19/KIF14/CALCA/LRRK2/IL23R/TNF/PRKAR2B/HACD3/TNFRSF10A/PAK6/TP73/JAK2/VEGFA/GPRC5A/EGF/MLST8/ADCY9/MAPKAPK3/DAB2IP/NRG1/CLSPN/TPX2/PINK1/ITGB3/OSBPL8/NTRK3/MAP4K2/MUL1/RAF1/NRK/CDK1/GREM1/PRKACA/MLKL/PLCE1/C5AR1/PARK7/RICTOR/TGFB2/TRAF4/CCDC88A/TXN/PPP2R3C/DGKQ/CSPG4/BORA/MT3",74
"BP","GO:0060249","anatomical structure homeostasis","94/3069","439/18670",0.00348106143576798,0.0301709984564541,0.0242689630072239,"INPP5D/JCHAIN/DRAM2/CORO1A/SASH3/RAC2/PTK2B/TERT/TNFAIP3/CDHR1/NOD2/LRRK1/ATM/DCP2/P2RX1/GPR55/ACP5/SNX10/TF/P2RX7/PRDX1/PIF1/VSIG1/INAVA/BRCA2/SP100/RFC4/ADAM8/BLM/TNFSF11/PRIM1/ATP2B1/CSK/CCR2/IHH/AURKB/CTSH/MC4R/B2M/CD38/CALCA/SCGN/TCIRG1/NCS1/ABCA12/PCDH15/IL7/NEK2/BAG3/VEGFA/LYZ/TLR9/DCTN1/BARD1/CALB1/TULP1/NANOS1/MDM1/CTC1/ITGB3/ZNF830/ADGRV1/PIWIL4/CRACD/TP53INP2/EXO1/POLE/RAD51/TNKS1BP1/ATP6AP1/HNRNPD/POC1B/POLD2/BBS1/PIGR/CLCN3/NOS3/HOMER1/SMC6/PKIB/RTEL1/PPARGC1B/BBS4/RAC1/FLT3LG/TEP1/ALB/EPAS1/CCT5/PRKCA/PARP1/CAPN3/XRN1/MAP1A",94
"BP","GO:0060760","positive regulation of response to cytokine stimulus","18/3069","57/18670",0.0034815083146351,0.0301709984564541,0.0242689630072239,"ZBP1/TXK/CXCR4/GFI1/NLRC5/CD74/CASP1/IRGM/CD300LF/IL7/TREM2/TLR2/AGPAT2/PARP14/IRF3/EDN1/CASP4/IFIH1",18
"BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","39/3069","155/18670",0.00348552782551025,0.0301709984564541,0.0242689630072239,"TMC8/PTPRC/TERT/TNFAIP3/STK4/CASP8/FASLG/PMAIP1/SP100/LTBR/PDIA3/TRAF1/GSTP1/TNF/TNFRSF10A/IL7/HYAL2/ACVR1/PYCARD/PPP2R1A/HMGB2/CTTN/TMBIM1/FYN/CTNNA1/MAPK7/RAF1/SIAH2/DBH/GCLM/TNFRSF12A/BCL2L1/NOS3/PARK7/CSF2/SH3RF1/FAF1/CYLD/RFFL",39
"BP","GO:0030330","DNA damage response, signal transduction by p53 class mediator","29/3069","107/18670",0.00352628103608972,0.030452350636143,0.0244952772159077,"PYHIN1/ATM/PMAIP1/CD74/BRCA2/SP100/BATF/CNOT6L/E2F1/ARID3A/SNAI1/GTSE1/E2F8/BTG2/FOXM1/SPRED1/DYRK3/CASP2/TFDP2/ZNF385A/PTTG1IP/CHEK2/E2F7/KMT5A/CDK1/TNKS1BP1/PLA2R1/KAT5/MDM4",29
"BP","GO:1901184","regulation of ERBB signaling pathway","26/3069","93/18670",0.00352774957106109,0.030452350636143,0.0244952772159077,"NCF1/FASLG/PTK6/ERBB2/PDE6G/RHBDF2/EPS15/CBL/MMP9/VPS25/GPRC5A/EGF/DAB2IP/FER/FBXW7/PTPN3/AFAP1L2/CBLC/SH3KBP1/LGMN/AREG/APP/RHBDF1/CBLB/PTPN2/RBPJ",26
"BP","GO:0006816","calcium ion transport","93/3069","434/18670",0.00356238048104003,0.0307089937753478,0.0247017159541022,"P2RX5/MS4A1/FCRL3/CD19/PTPRC/PRKCB/CXCR4/CD84/LCK/MCOLN2/CORO1A/PLCB2/KCNN4/PTK2B/LILRB1/PLCG2/ARRB2/P2RX1/JSRP1/PTPN6/CCR5/IL16/ATP2A3/CACNA1F/P2RX7/CCR7/FASLG/PIK3CG/TRPV3/MYO5A/RGS9/SELENON/MCUB/PKD2L1/CYP27B1/BHLHA15/CASQ1/SLC8A3/ABL1/ATP2B1/WFS1/P2RX2/OPRL1/NALCN/CRACR2A/LPAR3/P2RY12/NCS1/PKD2L2/TRPM2/GEM/ADORA2A/TLR9/EGF/CD4/PHB/YWHAE/TRPM8/GJA4/FYN/SELENOK/GRIN1/G6PD/ANXA2/PACSIN3/TMCO1/CALHM1/PDE4B/CYSLTR1/MCHR1/PRKACA/GRIN2D/PLCE1/CALCR/NOS3/HOMER1/SLC8A1/CRACR2B/CD33/INPP5K/SLC24A4/TMBIM6/CCL8/SPHK2/TRPM4/XCL1/STIM2/ANXA5/LETM1/STOML2/FKBP1A/CYBA/CAPN3",93
"BP","GO:1905330","regulation of morphogenesis of an epithelium","44/3069","180/18670",0.00361348537824272,0.0311067484415483,0.0250216620537947,"TIAM1/ITGAX/ARRB2/WNT1/FKBPL/ABL1/PSMB8/PSMB5/TNF/WNT2/SOX8/PSMB6/CELSR3/WNT7A/PSMA8/PSMC3/VEGFA/RSPO3/MAGI2/AP2M1/ZNRF3/TBX2/PSMD1/AP2B1/CITED1/CLTC/PSMD9/PSMD14/PSMD2/CELSR2/PSMD8/FZD1/PSMC4/FZD5/PSMB9/BTBD7/PSMC1/RAC1/PSMD3/MAGED1/PAX8/LGR4/ESR1/PSMB10",44
"BP","GO:0032482","Rab protein signal transduction","22/3069","75/18670",0.003698460942333,0.0317510338706862,0.0255399126933421,"RAB37/RAB27B/RAB39B/RAB33A/RAB8B/RAB34/RAB3B/RAB1B/RAB11B/RAB5C/RAB20/RAB11A/DENND4B/RAB30/RAB1A/RAB17/RAB10/RAB25/RAB39A/RAB3C/RAB36/RAB13",22
"BP","GO:0046173","polyol biosynthetic process","22/3069","75/18670",0.003698460942333,0.0317510338706862,0.0255399126933421,"PLCB2/PTK2B/PLCG2/ITPKB/PLEK/CYP27B1/PPIP5K1/CD244/GCH1/PLCB4/IP6K3/ACER1/GBA/IP6K1/PTS/IMPAD1/PLCE1/PLCL2/CYP2R1/SPTLC1/PTAFR/SPHK2",22
"BP","GO:0050848","regulation of calcium-mediated signaling","27/3069","98/18670",0.00372864028138809,0.0319663319335967,0.0257130942581433,"P2RX5/TRAT1/SLA2/ZAP70/CD3E/PTK2B/JSRP1/PLEK/MYO5A/SELENON/CD22/P2RX2/DYRK2/LRRK2/TNF/CD4/NRG1/TREM2/MYOZ2/SELENOK/MAPK7/MYOZ1/PRKACA/SPPL3/GBP1/PDK2/FKBP1A",27
"BP","GO:0062197","cellular response to chemical stress","77/3069","350/18670",0.00377293311288734,0.0322449969210418,0.02593724694177,"TLR6/NCF1/NCF4/MYB/EZH2/BTK/FANCD2/TNFAIP3/PDK1/ATM/RCSD1/TP53INP1/WNT1/WNT16/PRDX1/STK26/ABL1/NME8/VNN1/MGST1/CYBB/CASP3/GSTP1/GCH1/LRRK2/IL18RAP/LRRC8C/TRPM2/TNF/NCOA7/ANKZF1/MMP9/JAK2/SRXN1/NQO1/NCF2/FER/PRKD1/FBXW7/MELK/PINK1/FYN/GATA4/G6PD/P4HB/MAPK7/TXNRD2/ETS1/SLC7A11/PPP5C/IL10/CDK1/HNRNPD/PLA2R1/FUT8/FZD1/NOS3/PARK7/STAU1/ENDOG/NR4A2/PPARGC1B/AKR1C3/TXN/TXNRD1/PDK2/PRDX6/MBIP/HDAC2/CCNA2/EPAS1/LETM1/CYBA/PARP1/MT3/CAPN3/ALDH3B1",77
"BP","GO:0045591","positive regulation of regulatory T cell differentiation","7/3069","14/18670",0.00377658014042519,0.0322449969210418,0.02593724694177,"FOXP3/BTN2A2/IFNG/HLA-G/LGALS9/IL2/LILRB4",7
"BP","GO:0046131","pyrimidine ribonucleoside metabolic process","7/3069","14/18670",0.00377658014042519,0.0322449969210418,0.02593724694177,"AICDA/APOBEC3D/APOBEC3G/APOBEC3H/APOBEC3F/APOBEC2/APOBEC3C",7
"BP","GO:0003177","pulmonary valve development","9/3069","21/18670",0.00383447972540966,0.0325619030340682,0.0261921600413449,"SMAD6/NFATC1/TNFRSF1B/STRA6/ROBO2/NOS3/TGFB2/TNFRSF1A/RBPJ",9
"BP","GO:0016553","base conversion or substitution editing","9/3069","21/18670",0.00383447972540966,0.0325619030340682,0.0261921600413449,"AICDA/APOBEC3D/APOBEC3G/APOBEC3H/APOBEC3F/APOBEC2/RBM47/ADARB1/APOBEC3C",9
"BP","GO:0051383","kinetochore organization","9/3069","21/18670",0.00383447972540966,0.0325619030340682,0.0261921600413449,"CENPK/NDC80/CENPE/NUF2/CENPF/CENPA/CENPC/SMC4/CENPH",9
"BP","GO:0060713","labyrinthine layer morphogenesis","9/3069","21/18670",0.00383447972540966,0.0325619030340682,0.0261921600413449,"SPINT1/GRHL2/RSPO3/LEF1/GCM1/IL10/FZD5/SPINT2/CCN1",9
"BP","GO:0032602","chemokine production","25/3069","89/18670",0.00389770093890362,0.0330093132217689,0.0265520480745511,"MCOLN2/IL4R/F2RL1/TNFSF4/CD74/TLR7/HAVCR2/IL18/AIRE/GSTP1/IFNG/TNF/IL7/PYCARD/ALOX15B/TLR9/CLEC7A/LGALS9/TREM2/TLR2/SELENOK/MUL1/IL10/APP/SIGIRR",25
